ID,MS,Mp,VFN,Mh,Man,MMS,TAN,T,Va,Ve,Mk,Cn,Ct,Cr,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
367340,HR,,,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,"Automobiles Citroen, 6, rue Fructidor 75017 Paris (France)",e3*2001/116*0234*14,Y,B3MPB,YB3MPB/HY9,CITROEN,JUMPER,M1 ,M1 ,2595,,163,,3450,1810,1810,Diesel,M,1997,120
367349,HR,,,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,"Automobiles Citroen, 6, rue Fructidor 75017 Paris (France)",e3*2001/116*0234*14,Y,B3MRB,YB3MRB/HY9,CITROEN,JUMPER,M1 ,M1 ,2378,,158,,3450,1810,1810,Diesel,M,1997,120
367357,HR,,,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,"Automobiles Citroen - 6, rue Fructidor 75017 Paris (France)",e2*2007/46*0530*01,V,E,VEAHXH-P2B00L,CITROEN,Jumpy SpaceTourer,M1 ,M1 ,2130,,139,,3275,1630,1630,Diesel,M,1997,110
367364,HR,,,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,"Automobiles Citroen, 6, rue Fructidor 75017 Paris (France)",e2*2007/46*0530*03,V,A,BHXH-P2B00N,CITROEN,Jumpy SpaceTourer,M1 ,M1 ,2118,,137,,3275,1630,1630,Diesel,M,1560,85
367372,HR,,,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,"Automobiles Citroen, 6, rue Fructidor 75017 Paris (France)",e2*2007/46*0530*03,V,A,BHXH-P2B00N,CITROEN,Jumpy SpaceTourer,M1 ,M1 ,2118,,137,,3275,1630,1630,Diesel,M,1560,85
367380,HR,,,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,"Automobiles Citroen, 6, rue Fructidor 75017 Paris (France)",e2*2007/46*0530*03,V,A,BHXH-P2B00N,CITROEN,Jumpy SpaceTourer,M1 ,M1 ,2118,,137,,3275,1630,1630,Diesel,M,1560,85
367386,HR,,,AUTOMOBILES CITROEN,AUTOMOBILES CITROEN,"Automobiles Citroen, 6, rue Fructidor 75017 Paris (France)",e2*2007/46*0530*03,V,E,AHHW-P2B00N,CITROEN,Jumpy SpaceTourer,M1 ,M1 ,2210,,155,,3275,1630,1630,Diesel,M,1997,130
367405,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367412,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367418,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367424,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367431,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367436,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367442,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367449,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367456,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367462,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367468,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367475,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367482,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367491,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*31,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
367498,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*34,C,AHMZ,CAHMZ6,PEUGEOT,208,M1 ,M1 ,1173,,104,,2538,1470,1470,Petrol,M,1199,60
367505,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*34,C,CBHW,CCBHW6,PEUGEOT,208,M1 ,M1 ,1280,,90,,2538,1470,1470,Diesel,M,1560,55
367514,HR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,"Automobiles Peugeot, 75 Avenue de la Grande Armée, 75116 PARIS (France)",e2*2007/46*0070*34,C,CHMZ,CCHMZ6,PEUGEOT,208,M1 ,M1 ,1189,,104,,2538,1470,1470,Petrol,M,1199,60
697929,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PSA8,PSA8BD??,VOLVO,S90,M1,M1,1717,,116,,2941,1628,1629,Diesel,M,1969,140
697937,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PSA8,PSA8BD??,VOLVO,S90,M1,M1,1717,,116,,2941,1628,1629,Diesel,M,1969,140
697944,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PSA8,PSA8BD??,VOLVO,S90,M1,M1,1717,,116,,2941,1628,1629,Diesel,M,1969,140
697951,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PS10,PS10BD??,VOLVO,S90,M1,M1,1712,,149,,2941,1617,1618,Petrol,M,1969,187
697959,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PS10,PS10BD??,VOLVO,S90,M1,M1,1712,,149,,2941,1617,1618,Petrol,M,1969,187
697966,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PSA2,PSA2BC??,VOLVO,S90,M1,M1,1799,,165,,2941,1617,1618,Petrol,M,1969,235
697973,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PSA2,PSA2BC??,VOLVO,S90,M1,M1,1799,,165,,2941,1617,1618,Petrol,M,1969,235
697980,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW10,PW10BD??,VOLVO,V90,M1,M1,1731,,154,,2941,1617,1618,Petrol,M,1969,187
697987,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1817,,129,,2941,1617,1618,Diesel,M,1969,173
697993,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1817,,129,,2941,1617,1618,Diesel,M,1969,173
697999,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1817,,129,,2941,1617,1618,Diesel,M,1969,173
698007,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1817,,129,,2941,1617,1618,Diesel,M,1969,173
698014,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1817,,129,,2941,1617,1618,Diesel,M,1969,173
698021,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1817,,129,,2941,1617,1618,Diesel,M,1969,173
698029,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1817,,129,,2941,1617,1618,Diesel,M,1969,173
698037,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1817,,129,,2941,1617,1618,Diesel,M,1969,173
698044,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1817,,129,,2941,1617,1618,Diesel,M,1969,173
698049,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PWA8,PWA8BD??,VOLVO,V90,M1,M1,1733,,119,,2941,1617,1618,Diesel,M,1969,140
698054,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PWA8,PWA8BD??,VOLVO,V90,M1,M1,1733,,119,,2941,1617,1618,Diesel,M,1969,140
698059,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*00,P,PWA8,PWA8BD??,VOLVO,V90,M1,M1,1733,,119,,2941,1617,1618,Diesel,M,1969,140
698065,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698074,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698081,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1628,1629,Diesel,M,1969,173
698088,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698098,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698107,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698114,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698118,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698128,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698137,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698142,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698152,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698161,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698169,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698175,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698182,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698191,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698200,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698206,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698212,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698221,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2007/46*1067*01,P,PW68,PW68BC??,VOLVO,V90,M1,M1,1825,,129,,2941,1617,1618,Diesel,M,1969,173
698231,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MVA8,MVA8LD??,VOLVO,V40,M1,M1,1486,,109,,2647,1546,1533,Diesel,M,1969,140
698238,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MZ74,MZ74L1??,VOLVO,V40 Cross Country,M1,M1,1448,,99,,2646,1552,1540,Diesel,M,1969,88
698245,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MZ74,MZ74L1??,VOLVO,V40 Cross Country,M1,M1,1448,,99,,2646,1552,1540,Diesel,M,1969,88
698251,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MZ74,MZ74L1??,VOLVO,V40 Cross Country,M1,M1,1448,,99,,2646,1552,1540,Diesel,M,1969,88
698257,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MZ74,MZ74L1??,VOLVO,V40 Cross Country,M1,M1,1448,,99,,2646,1552,1540,Diesel,M,1969,88
698265,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MZ74,MZ74L1??,VOLVO,V40 Cross Country,M1,M1,1448,,99,,2646,1552,1540,Diesel,M,1969,88
698271,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MZ74,MZ74L1??,VOLVO,V40 Cross Country,M1,M1,1448,,99,,2646,1552,1540,Diesel,M,1969,88
698322,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV79,MV79L1??,VOLVO,V40,M1,M1,1437,,101,,2647,1546,1533,Diesel,M,1969,110
698334,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV79,MV79L1??,VOLVO,V40,M1,M1,1437,,101,,2647,1546,1533,Diesel,M,1969,110
698342,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV79,MV79L1??,VOLVO,V40,M1,M1,1437,,101,,2647,1546,1533,Diesel,M,1969,110
698348,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV79,MV79L1??,VOLVO,V40,M1,M1,1437,,101,,2647,1546,1533,Diesel,M,1969,110
698357,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV79,MV79L0??,VOLVO,V40,M1,M1,1453,,104,,2647,1551,1538,Diesel,M,1969,110
698365,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV79,MV79L0??,VOLVO,V40,M1,M1,1453,,104,,2647,1551,1538,Diesel,M,1969,110
698374,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV79,MV79L0??,VOLVO,V40,M1,M1,1453,,104,,2647,1546,1533,Diesel,M,1969,110
698379,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV79,MV79L0??,VOLVO,V40,M1,M1,1453,,104,,2647,1546,1533,Diesel,M,1969,110
698386,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV79,MV79L0??,VOLVO,V40,M1,M1,1453,,104,,2647,1546,1533,Diesel,M,1969,110
698396,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV41,MV41L0??,VOLVO,V40,M1,M1,1442,,128,,2647,1551,1538,Petrol,M,1969,140
698404,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV41,MV41L0??,VOLVO,V40,M1,M1,1442,,128,,2647,1546,1533,Petrol,M,1969,140
698410,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV74,MV74L0??,VOLVO,V40,M1,M1,1453,,101,,2647,1546,1533,Diesel,M,1969,88
698420,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV74,MV74L0??,VOLVO,V40,M1,M1,1453,,101,,2647,1546,1533,Diesel,M,1969,88
698428,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*41,M,MV74,MV74L0??,VOLVO,V40,M1,M1,1453,,101,,2647,1551,1538,Diesel,M,1969,88
698437,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV29,MV29L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1546,1533,Petrol,M,1498,112
698445,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV29,MV29L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1546,1533,Petrol,M,1498,112
698453,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV29,MV29L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1546,1533,Petrol,M,1498,112
698459,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV29,MV29L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1551,1538,Petrol,M,1498,112
698466,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV29,MV29L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1546,1533,Petrol,M,1498,112
698474,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV29,MV29L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1546,1533,Petrol,M,1498,112
698479,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV29,MV29L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1546,1533,Petrol,M,1498,112
698485,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV29,MV29L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1546,1533,Petrol,M,1498,112
698496,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV29,MV29L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1551,1538,Petrol,M,1498,112
698504,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV28,MV28L0??,VOLVO,V40,M1,M1,1435,,129,,2647,1551,1538,Petrol,M,1498,90
698509,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV21,MV21L1??,VOLVO,V40,M1,M1,1431,,127,,2647,1546,1533,Petrol,M,1969,90
698518,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV21,MV21L1??,VOLVO,V40,M1,M1,1431,,127,,2647,1551,1538,Petrol,M,1969,90
698525,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV21,MV21L1??,VOLVO,V40,M1,M1,1431,,127,,2647,1551,1538,Petrol,M,1969,90
698532,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV21,MV21L1??,VOLVO,V40,M1,M1,1431,,127,,2647,1546,1533,Petrol,M,1969,90
698537,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV21,MV21L1??,VOLVO,V40,M1,M1,1431,,127,,2647,1546,1533,Petrol,M,1969,90
698546,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV21,MV21L1??,VOLVO,V40,M1,M1,1431,,127,,2647,1546,1533,Petrol,M,1969,90
698553,DK,,,VOLVO,VOLVO CAR CORPORATION,VOLVO,e4*2001/116*0076*43,M,MV21,MV21L1??,VOLVO,V40,M1,M1,1431,,127,,2647,1546,1533,Petrol,M,1969,90
1427367,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,MITSUBISHI MOTORS (THAILAND) CO LTD,E1*2007/46*0951*06,A00,A0611,AAAAA5B5CAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,92,,2450,1430,1420,PETROL,M,999,52
1427370,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1427376,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1427382,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1427389,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1427395,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
1427399,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,"MITSUBISHI MOTORS (THAILAND) CO.,LTD",E1*2007/46*0951*07,A00,A0411,AABBA5A5AAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,96,,2450,1430,1420,PETROL,M,1193,59
1427402,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5A5AAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,131,,2670,1530,1530,PETROL,M,1590,86
1427407,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS THAILAND,MITSUBISHI MOTORS THAILAND CO LTD MMTH,"MITSUBISHI MOTORS (THAILAND) CO.,LTD",E1*2007/46*0951*07,A00,A0411,AABBA5A5AAAA,MITSUBISHI,MITSUBISHI SPACE STAR,M1,,920,,96,,2450,1430,1420,PETROL,M,1193,59
1427410,NL,MITSUBISHI MOTORS,,MITSUBISHI MOTORS CORPORATION,MITSUBISHI MOTORS CORPORATION MMC,MITSUBISHI MOTORS CORPORATION,E1*2007/46*0368*12,GA0,GA211,ACBBA5C5CAAA,MITSUBISHI,MITSUBISHI ASX,M1,,1335,,132,,2670,1550,1550,PETROL,M,1590,86
