,Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
424,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
425,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
426,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
427,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
428,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
429,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
430,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
431,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
432,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
433,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
434,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
435,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
436,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
437,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
438,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
439,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
440,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
441,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
442,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
443,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
444,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
445,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
446,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
447,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
448,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
449,RENAULT,M1,M1,1395,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
450,RENAULT,M1,M1,1443,98.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
451,RENAULT,M1,M1,1443,98.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
452,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
453,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
454,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
455,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
456,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
457,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
458,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
459,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
460,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
461,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
462,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
463,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
464,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
465,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
466,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
467,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
468,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
469,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
470,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
471,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
472,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
473,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
474,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
475,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
476,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
477,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
478,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
479,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
480,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
481,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
482,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
483,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
484,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
485,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
486,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
487,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
488,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
489,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
490,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
491,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
492,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
493,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
494,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
495,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
496,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
497,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
498,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
499,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
500,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
501,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
502,RENAULT,M1,M1,1387,95.0,2712.0,1580.0,1583.0,DIESEL,M,1461.0,81.0
503,RENAULT,M1,M1,1394,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
504,RENAULT,M1,M1,1394,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
505,RENAULT,M1,M1,1394,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
506,RENAULT,M1,M1,1394,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
507,RENAULT,M1,M1,1394,100.0,2712.0,1574.0,1577.0,DIESEL,M,1461.0,81.0
508,RENAULT,M1,M1,1469,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
509,RENAULT,M1,M1,1469,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
510,RENAULT,M1,M1,1469,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
511,RENAULT,M1,M1,1469,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
512,RENAULT,M1,M1,1469,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
513,RENAULT,M1,M1,1469,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
514,RENAULT,M1,M1,1469,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
515,RENAULT,M1,M1,1469,103.0,2712.0,1580.0,1583.0,DIESEL,M,1598.0,96.0
516,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
517,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
518,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
519,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
520,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
521,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
522,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
523,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
524,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
525,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
526,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
527,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
528,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
529,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
530,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
531,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
532,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
533,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
534,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
535,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
536,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
537,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
538,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
539,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
540,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
541,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
542,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
543,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
544,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
545,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
546,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
547,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
548,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
549,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
550,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
551,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
552,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
553,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
554,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
555,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
556,PEUGEOT,M1,M1,940,99.0,2340.0,1430.0,1430.0,Petrol,M,1199.0,60.0
868,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
869,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
870,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
871,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
872,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
873,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
874,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
875,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
876,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
877,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
878,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
879,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
880,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
881,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
882,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
883,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
884,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
885,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
886,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
887,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
888,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
889,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
890,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
891,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
892,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
893,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
894,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
895,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
896,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
897,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
898,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
899,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
900,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
901,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
902,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
903,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
904,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
905,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
906,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
907,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
908,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
909,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
910,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
911,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
912,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
913,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
914,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
915,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
916,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
917,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
918,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
919,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
920,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
921,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
922,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
923,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
924,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
925,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
926,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
927,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
928,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
929,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
930,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
931,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
932,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
933,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
934,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
935,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
936,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
937,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
938,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
939,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
940,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
941,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
942,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
943,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
944,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
945,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
946,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
947,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
948,CITROEN,M1,M1,1355,115.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
949,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
950,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
951,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
952,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
953,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
954,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
955,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
956,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
957,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
958,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
959,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
960,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
961,CITROEN,M1,M1,1355,116.0,2785.0,1587.0,1587.0,Petrol,M,1199.0,96.0
983,OPEL,M1,M1,1394,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
984,OPEL,M1,M1,1394,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
985,OPEL,M1,M1,1394,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
986,OPEL,M1,M1,1394,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
987,OPEL,M1,M1,1409,149.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
988,OPEL,M1,M1,1394,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
989,OPEL,M1,M1,1394,140.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
990,OPEL,M1,M1,1445,152.0,2555.0,1541.0,1541.0,Petrol,M,1364.0,103.0
991,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
992,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
993,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
994,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
995,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
996,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
997,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
998,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
999,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1000,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1001,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1002,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1003,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1004,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1005,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1006,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1007,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1008,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1009,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1010,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1011,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1012,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1013,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1014,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1015,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1016,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1017,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1018,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1019,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
1020,SEAT,M1,M1,1089,116.0,2469.0,1465.0,1457.0,PETROL,M,1197.0,66.0
